###❝에스페란토 어근❞, ❝(완전히 동일한) 에스페란토 어근❞   으로 구성된 행은、대응하는 치환 후 문자열이 존재하는 경우와 동일한 우선순위를 가지지만、 실제로는 문자열(한자) 치환을 수행하지 않는 것을 의미합니다.
에스페란토 어근##, 일본어 번역 루비##
geta,게타
gett,게토
geum,뱀무
geŭz,호이즌
giga,기가
gild,길드
gine,기니
gink,은행나무
giro,자이로
gist,효모
glac,얼음
gld.,굴덴.
gleb,흙덩이
glik,당
glir,겨울잠쥐
glis,활공
glos,주석
glot,성문
gluk,포도당
glum,포영
gnet,그네툼
gnoz,영지
goet,괴테
gofr,엠보싱
golĝ,골지
gomb,오크라
gong,징
goni,각
grac,은총
graj,그레이
grak,까악
gral,성배
gran,그레인
greb,논병아리
grek,그리스
gres,목초
grif,독수리
griv,돼지기름찌꺼기
groc,그로스
grop,둔부
grum,마부
guam,괌
guan,구아노
guaŝ,과슈
gugl,구골
gurk,구르카인
guru,구루
guta,구타
guzl,구슬라
gval,웨일스인
gvat,감시
hagi,성인전
hajk,하이쿠
half,하프
halo,홀
hals,범각삭
hans,한자
hant,출몰하다
haom,하오마
haor,하오리
hapl,홑
harc,하르츠
hard,담금질
harp,하프
hast,서두름
havr,르아브르
haŝi,젓가락
haŭl,끌기
haŭs,호황
hein,하이네
hej!,헤이!
hekl,헤클라
heks,육
heli,태양
helm,투구
hemi,반
hemo,혈
hena,헤나
henj,헨리에타애칭
henr,헨리
herc,헤르츠
herd,사슴떼
herm,헤르메스
hers,내림문
heve,고무나무속
hiad,히아데스
hiat,모음충돌
hidn,턱수염버섯속
higr,습
hihi,히히
hik!,딸꾹!
hild,힐다
hind,인도
hipi,히피
hipn,깃털이끼속
hipo,저
hips,고도
hist,조직
hobi,취미
hoj!,어이!
hojl,울부짖다
hoke,하키
hola,여보세요
hold,선창
holk,흰털새속
holm,작은언덕
holo,전체
homo,동일
hop!,뛰다!
hord,보리
horn,혼곶
hors,헤로인
hort,과수원
hot!,이랴!
hoŝe,호세아
hubl,허블
huj!,아야!
hurd,허들
huri,후리
hurl,짖다
huĵi,후지
huŝ!,훠이!
iber,이베리아
icid,살해
idah,아이다호
idus,황어
ifef,국제철도EA
ijob,욥
ikar,이카로스
ikon,아이콘
ikor,고름장액
iksi,익시아속
ilei,국제교사연맹
imam,이맘
imid,이미드
imin,이민
inaĥ,이나코스
indi,인디아스
indr,인드라
inic,전수
inka,잉카
inst,촉구
int.,능동완료.
intu,직관
inul,금불초속
ioni,이오니아
iova,아이오와
ipek,토근
irak,이라크
iran,이란
iren,이레네
irit,짜증 나게 하다
iriz,무지갯빛
isae,국제E과학회
isat,대청속
iski,좌골
itak,이타카
ital,이탈리아
itri,이트륨
ivan,이반
izer,이제르
izis,이시스
jagi,야기
jakt,요트
jakv,잭프루트
jalt,얄타
jalu,압록강
jama,염라
jamb,약강격
jang,양
janj,야냐
jard,활대
jasp,벽옥
jave,야훼
jaĉj,야초
jaĥt,요트
jehu,예후
jelp,깽깽울다
jeti,예티
jezu,예수
jhvh,사문자신명
jing,개미잡이속
joab,요압
jodl,요들
joel,요엘
joni,요니
josu,여호수아
jota,이오타
joĉj,요초
juan,위안
jube,성가대칸막이
juda,유대
jude,유대
juft,유프트가죽
juka,유카
junt,접합
jurt,유르트
kaab,카바
kabe,카베화
kadi,카디
kadm,카드모스
kafr,카피르
kaid,카이드
kaik,카이크
kain,카인
kair,카이로
kajt,연
kaki,카키
kala,칼라
kalm,평온
kalt,동의나물속
kana,가나
kann,칸
kanu,카누
kaon,케이온
kape,라이투
kapu,카푸아
kara,사랑하는
kare,카레
karg,화물
kari,우식
karj,히코리
karl,카를
karm,업
kasi,결명
kava,카바
kavi,기니피그속
kazu,결의론
kaĉu,카슈
kaŭs,작열
keir,꽃무
keks,쿠키
kelt,켈트
kenj,케냐
kent,좁은면
kepr,능직물
keĉu,케추아
kibl,키블라
kiev,키이우
kijl,킬
kilo,천
kilt,킬트
kimr,웨일스
kinu,퀴노아
kiot,교토
kipr,키프로스
kirk,교회당
kist,낭종
kiti,세가락갈매기
kivi,키위
klab,곤봉
klad,분기군
klam,외치다
klan,씨족
klef,음자리표
klem,단자
kleŝ,번뇌
klif,절벽
klik,딸깍
klip,클립
kliv,쪼개짐
klon,클론
klus,닻사슬구멍
kluĉ,클러치
kmer,크메르
knal,딱
knap,시동
knel,크넬
knid,자포
knik,좌굴
knos,크노소스
knot,노트
knut,가죽채찍
koal,코알라
koan,뒤콧구멍
kobe,고베
kobr,코브라
kofe,커피나무속
kogn,인지
koit,성교
kojl,결장
kojp,뉴트리아
koka,코카
kokl,댕댕이덩굴속
kokr,간통
kola,콜라
kolb,개머리판
kole,담즙
koma,콤마
komi,코미인
kong,콩고
koni,경험으로 알다
kopl,이행연
kopr,코프라
kops,맹아림
kopt,콥트
kore,한국
kori,융모막
korm,식물체
kors,산책로
koto,진흙
kovn,카우나스
koŝi,코시
kral,가축우리
kras,크라수스
krat,통치자
kraz,모음융합
kraŝ,추락
krek,쇠오리
krez,크로이소스
krib,구유
krif,발톱
krik,잭
kril,크릴
krin,갈기
krio,저온
krip,구유
kris,크리스단검
krit,임계
kriĉ,비명
ksen,외국
kser,건조
ksil,목
kuku,뻐꾸기
kuli,쿨리
kulm,꼭지
kupl,연결
kurd,쿠르드
kuri,달리다
kurl,마도요
kurm,마가목열매
kurt,짧음
kurv,곡선
kurz,시세
kusp,거스름
kutr,커터
kvak,개굴
kvas,크바스
kver,가로
kveĉ,퀘체
kvik,개밀
kviz,퀴즈
kvot,율
labi,입술형
labr,놀래기속
lagr,베어링
lakn,러크나우
lala,랄라
lami,광대나물
lamn,악상어속
lani,때까치속
lank,랑카
lant,느림
lanĉ,발사하다
laos,라오스
larg,라르고
lasa,라사
lass,라사
lati,라티움
latv,라트비아
laŝt,라스트단위
laŭs,이
laŭz,노자
lekt,침상
lemn,개구리밥속
lept,털진드기
lesb,레즈비언
lete,레테
leŭg,리그단위
leŭs,황토
lhas,라사
lias,라이아스
liaŭ,랴오허
libi,리비아
lici,구기자
lidj,리디아
lidz,리즈
lieĝ,리에주
lige,에스파르토풀
liki,리키아
lill,릴
lima,줄조개
limb,엽신
lime,라임
limf,림프
lind,예쁜
line,선
linĉ,린치
lion,리옹
lirl,졸졸
lisp,혀짧은소리
liti,리튬
litv,리투아니아
livi,바위비둘기
liĉi,리치
liĝe,긴노린재속
ljam,라마
loar,루아르
lobi,로비
lodz,우치
loes,황토
lofi,아귀
logi,학
loki,오로
lokr,로크리아
loli,호밀풀속
lome,로메
lonĝ,조마삭
look,루크제
lori,로리앵무속
loĥi,오로
luan,롼허
luar,루아르
luci,루시아
lugr,러거
luis,루이스
luiz,루이스
lukr,벌다
lulu,자장
lunĉ,점심
lupe,돋보기
lurd,루르드
lute,황체
luvr,루브르
lviv,르비우
lvov,리비우
lŭan,롼허
maat,하사관
madi,마디아속
madz,권장
mafi,마피아
magm,마그마
magr,마른
maja,마야
majn,구관조
maka,마카오
makr,대
maks,막스
male,나무망치
malm,말뫼
mamb,맘보
mang,망고
manj,마리아애칭
mans,르망
mant,사마귀
manu,마누
manĉ,라만차
marn,이회토
mars,마르스
mate,마테차
matĉ,스포츠 경기
maŭr,무어인
meat,관도
mede,메데이아
mega,대
mejk,중유럽청년회의
mejs,중유럽청년주간
mekk,메카
melb,멜바
meli,멀구슬나무
melo,가뢰속
merd,똥
merg,잠그다
merĝ,비오리속
meso,간막
mess,메스
meta,후
mete,기상
midz,구강성교
miko,균
mile,기장
mime,등사판
minc,얇은
mini,연단
mino,광산
miog,양하
miom,근종
mion,근단위
mioz,축동
miso,된장
miĉj,미키
mjel,척수
moab,모압
moci,동의
modl,조형
moka,모카
mokr,젖은
moks,뜸
mola,개복치
mole,방파제
moli,후추나무
molv,몰바속
mono,단일
mora,모라
morb,질병
morf,형태
morn,음울한
mors,모스
morv,비저
mose,모세
mote,나방
mozi,묵자
moĉi,떡
muar,무아레
mufl,머플
mukr,짧은끝
mula,물라
muld,틀
mulĉ,멀칭
mume,매실
mung,녹두
muon,뮤온
murb,쇼트크러스트
murz,무르자
musl,이매패
naks,낙소스
nano,나노
nant,낭트
naos,나오스
nard,감송향
nasa,나소
natr,나트륨
naur,나우루
nazi,나치
nazu,코아티속
naŭl,니아울리
naŭn,9도음정
naŭt,9도
ndlr,편집자주
nefr,신장
nekr,죽음
nelg,최근
neme,네메아
neni,어떠한 …도 …아닌
neon,네온
nepa,장구애비속
nere,네레우스
neri,협죽도
ness,네스
nett,순중량
nezi,네시아
neŭm,네우마
neŭr,신경
nice,니케아
niel,니엘로
nifo,미확인비행물체
niks,물의요정
nimf,님프
niob,나이오븀
nipl,니플
nitr,질소
niĉe,니체
njas,냐사
noci,개념
nomi,명명
nori,양수수차
norn,노른
nova,새로운
noĥĉ,체첸인
nume,누메아
nupt,혼례
oahu,오아후섬
obez,비만
obus,포탄
ocel,홑눈
ocim,바질속
oder,오데르강
odes,오데사
odin,오딘
ofri,오프리스속
ojdi,오이디움속
oksi,산소
okta,팔
okto,여덟
olat,알콕사이드
oman,오만
omas,겹주름위
omaĝ,경의
omeg,오메가
omen,징조
omer,오멜
onan,자위
oneg,오네가
onim,이름
onĉj,아저씨
opak,불투명
opci,선택권
opul,백당나무
oran,오랑
orat,금산염
orfe,오르페우스
oris,오디샤인
oriz,벼속
orto,직각
osak,오사카
oset,오세트
osmi,오스뮴
otav,오타와
otel,오셀로
otid,느시
otus,소쩍새
ovar,알덩이
ovol,난자
ozan,오잔
ozen,취비증
ozid,배당체
padi,포평원
paf',쏘다'
pagr,참돔
pajn,빵
pajr,귀족동료
pakt,조약
pale,고
pali,팔리어
pamp,팜파
pand,판다
pans,처치
pant,전체
papu,파푸아
para,옆
parc,파르카
pare,파레오
pari,파리아
parm,파르마
pase,과거
pat!,프라이팬!
pati,감수
patm,파트모스섬
patn,도리
pavi,파비아
pazi,보편
paŝa,파샤
paŭs,투사
paŭt,삐죽입
pean,찬가
pedo,아동
pejv,일-에스소사전
pekt,펙틴질
pele,펠레우스
pene,보리새우속
peon,폰
pep',지저귐'
pepl,페플로스
peri,주위
pers,사람
peru,페루
peĉj,페챠
piel,신우
piet,경건
piez,피에즈
pigr,나태
pikl,피클
pikn,비중
piko,피코
pikr,피크릴
pile,문맥
pimp,멋진
pina,키조개속
pind,핀도스
pion,파이온
pipi,밭종다리속
pire,피레아스
pirn,씨실보빈
pirr,피로스
piti,피티아
pitĉ,음높이
pjel,신우
plak,얇은판
plas,예치
plaĝ,해변
plaŭ,풍덩
plis,주름
pluk,따다
plut,플루토스
pneŭ,타이어
poci,물약
poez,시
pojn,손목
poks,두창
poli,다
polj,폴리에
polm,손바닥
polo,폴로
polp,문어
polu,오염
pond,가중
pone,조랑말
ponĉ,폰초
porn,포르노
porĉ,포치
pott,포트
povr,가엾음
poŭp,선미
prag,프라하
prah,프라우
praj,프라이아
prat,농가초지
pred,먹이
preg,프레스성형
prim,소수
prod,용사
pron,회내
prot,양
pru!,선수!
prud,내숭
prus,프로이센
psik,심리
psil,뱀부림꾼
psiĥ,프시케
psok,다듬이벌레
psor,옴
pter,날개
ptm.,오후.
ptoz,하수
puaz,푸아즈
pubi,치골
pudl,퍼들링
pudu,푸두속
puf!,부푼!
puli,도르래
pulk,풀케
pull,기업연합
pulp,과육
puls,맥박
pum!,쿵!
pund,파운드
pure,퓌레
puva,PUVA
puzl,퍼즐
rabb,라비
rabd,점술막대
rabl,막돌쌓기
rafe,봉선
rafi,라피아
ragu,라구
rajp,고착
raki,척주
rali,랠리
rami,모시
ramn,갈매나무속
ranĉ,목장
ranĝ,조차
rasl,수포음
rati,비율
raul,라울
razi,털을 깎다
raĵa,라자
raŭf,건초걸이
raŭm,라우마
raŭt,루트
read,개양귀비
red.,편집.
reel,실수
rege,레게
regi,통치하다
rejn,라인강
rejs,레이스
remi,노로 배를 젓다
rems,랭스
reni,레늄
reps,골지천
reti,레티아
reum,대황
riad,리야드
rial,리얄
riel,리엘
rift,열곡
riks,위험
rim.,운.
robb,농축과즙
robr,러버
rode,로데오
rodi,로듐
roku,아나토
roma,롬
rome,로미오
ronĝ,갉다
rose,로조
ross,로스
rota,r화
ruan,로안
rubi,꼭두서니속
rudr,키
ruen,루앙
ruk!,영차!
rumb,나침방위
rund,순찰
rung,가로대
rupi,루피
rusk,루스쿠스속
saar,자르강
sadi,사디
saga,사가
sake,사케
saks,작센
salk,제초
salp,살파
samb,삼바
same,사미인
samg,승가
samo,사모아
sana,건강한
sanĉ,산초
saon,손강
sape,갱도
sapf,사포
sapr,부식질
sard,사르데냐
sari,사리
sars,사스
sart,사르디스
sati,사티
saud,사우디
saul,사울
saŭl,사울
saŭn,사우나
saŭr,파충
sbir,폭력경찰
scil,무릇
scit,스키타이인
sejm,의회
sejn,후릿그물
seki,차요테속
semi,반
sena,센나
seps,패혈
sept,중격
serb,세르비아
serp,머리나 털을 깎다
serĝ,서지
sesi,회기
sest,6도음정
setl,정착
seul,서울
sfeg,구멍벌
sial,시알
siam,시암
sian,시안
sien,시에나
sigl,약호
sigm,시그마
sikl,셰켈
sile,너트
silf,실프
silt,실트
sind,인더스강
sink,가라앉다
sinu,굴곡
sion,시온
siri,시리아
sirt,시르테스
sism,지진
sium,개발나물속
siva,시바
skab,더뎅이병
skaf,굴족
skan,스캔
skap,꽃줄기
skat,스카트
sket,스케이트
skeĉ,짧은 연극
skin,페퍼트리속
skip,팀
skir,경암
skit,스키타이
skon,스콘
skop,관찰
skot,스코틀랜드
skun,스쿠너
skut,킥보드
slab,슬래브
slav,슬라브
slum,빈민가
slup,슬루프
smut,깜부기병
snob,속물
snuf,킁킁
sofr,소프로
soft,작은소리
solo,솔로
somm,솜강
sonj,소냐
sonk,방가지똥속
sozi,닮은꼴
spam,스팸
span,스팬
spar,도미
spes,스페소
spil,구멍을 뚫다
spok,스포크
spor,포자
spot,스포트라이트
sss!,치익!
staj,스테이
stak,더미
stam,주식
stav,수로
staz,정체
staĝ,연수
steg,버팀재
stek,스테이크
sten,속기
ster,장작단위
stik,삽목
stim,추정
stir,조종하다
stiv,적재
stok,재고
stol,스톨
stom,기공
stop,정지
stor,저장장치
stov,난로
str.,줄무늬.
stuc,가지치기
stuf,조림
sued,멧돼지과
suez,수에즈
suit,모음곡
sukr,수크레
sulf,황
sull,술라
sumo,합계
suna,순나
sund,순다
suom,수오미
supe,만찬
supl,유연
sura,수라
surf,서핑
sutr,경
suzi,수시아나
suŝi,초밥
svag,막연
sved,스웨덴
svis,스위스
tabi,버선
tabu,금기
tade,타데우시
tael,냥
tais,타이스
tajd,조수
tajg,타이가
taki,빠름
tang,피칭
tank,탱크
tanĝ,접선
taps,우단담배풀
tard,늦음
tarn,타른강
tars,족근
tarz,눈꺼풀판
tass,타소
tatr,타트라산맥
taŭr,황소
taŭt,동어
taŭz,흐트림
team,운동팀
teba,아편
tefi,온엔트로피
tegu,대구
tein,테인
tele,원격
teli,동포자
tens,시제
teri,수아강
term,열
tesl,테슬라
test,테스트
teze,테세우스
teŭg,선수루
tien,그곳으로
tife,부들속
tigl,도가니
tild,물결표
tini,백선
tinn,참치
tiol,티올
tion,티온
tire,갑상샘
tiro,갑상샘
tirs,티르소스
tisb,티스베
titi,티티원숭이
titr,적정
tju!,쫓는소리!
tmez,어중삽입
tobi,토비야
tofe,토피
tofu,두부
tohu,두부
toki,도쿄
toks,독
tolu,톨루발삼
tomi,절개
tong,통가
toni,긴장
tonk,통카콩나무
topo,장소
tora,토라
tore,투우
tori,토륨
tpr!,말멈춤소리!
trac,트라키아
trad,무역풍
trag,이주
trak,궤도
trap,트라피스트
trat,환어음
tred,꿰다
tret,밟다
trib,부족
trit,3도
triv,닳게하다
triĥ,털
troj,트로이
trol,트롤망
truk,트릭
trum,창간벽
trus,트러스
tubj,튜바
tuku,투코투코
tule,툴레
tuli,툴륨
tull,툴루스
tulu,툴루인
turg,팽창
turp,추한
tvid,트위드
udon,우동
uest,서
uhu!,어이!
ukij,우키요에
ulem,울라마
ulis,율리시스
ulul,울부짖음
umar,우마르
umbr,움브라
umea,세계의료E협
unaŭ,두발가락나무늘보
unci,눈표범
unit,단위
unkt,성유바르다
unut,유니즌
upas,우파스
upup,후투티
urak,요막관
ural,우랄
uran,우라노스
urat,요산염
urdu,우르두어
ured,녹균
urij,우리야
urli,볼거리
uskl,대소문자
usne,송라속
uson,미국
utah,유타주
utaj,우타이
utik,우티카
utno,우트노아
uvul,목젖
uzin,대규모 공장
vajc,바이스
vajd,대청
vajr,베어
vake,웨이크섬
vaku,진공
vald,왈도파
valg,외반
valv,밸브
vamp,뱀프
vand,칸막이
vanu,사라지다
varf,부두
varn,바르나
varp,날실
vask,바스크
vatt,와트
vaŝt,와스디
vaŭd,보주
veft,씨실
veld,용접
velŝ,로망드인
vepr,덤불
veto,거부권
vici,잠두
vide,영상
vien,빈
vign,동부속
viki,위키
vila,별장
vill,빌라
viln,빌뉴스
vinĉ,윈치
vjel,허디거디
vjol,비올
vobl,워블
vodk,보드카
vokt,감독자
vol.,의지.
volb,궁륭
volg,볼가강
volt,볼트
vork,토목공사
vrak,잔해
vulv,외음
vusi,우시
zair,자이르
zebu,제부소
zein,제인
zend,아베스타어
zeta,제타
zeŭs,달고기
zini,백일홍
zlot,즈워티
zoil,조일로스
zori,조리
zulu,줄루
ĉadi,차드
ĉant,성가
ĉard,차르다
ĉart,전세
ĉasi,사냥하다
ĉeti,휘파람새속
ĉikl,치클
ĉili,칠레
ĉips,감자칩
ĉirp,울다
ĉit!,쉿!
ĉukĉ,축치
ĝain,자이나교도
ĝeni,방해하다
ĝenr,장르
ĝest,무훈시
ĝinn,진
ĝinz,청바지
ĝis!,까지!
ĝuba,주바
ĥank,한카
ĥati,하티
ĥmer,크메르인
ĥoan,뒤콧구멍
ĥord,척삭
ĥore,무도병
ĵele,젤리
ĵerz,저지
ĵins,청바지
ĵoke,기수
ĵonk,정크선
ĵuri,엄숙히 맹세하다
ŝaft,축
ŝak!,체스!
ŝakr,암거래
ŝakt,수직갱
ŝalt,켜다
ŝari,샤리아
ŝaŭr,소나기
ŝeba,시바
ŝejk,셰이크
ŝekl,섀클
ŝeol,스올
ŝere,셰리
ŝerp,셰르파
ŝibu,감물
ŝija,시아
ŝiva,시바
ŝkop,물푸개
ŝkot,돛줄
ŝlak,광재
ŝlem,슬램
ŝlif,연삭
ŝort,반바지
ŝotr,자갈
ŝoĥt,셰히타
ŝoĵi,쇼지
ŝpal,가로목
ŝpic,스피츠
ŝpur,궤간
ŝrik,비명
ŝrot,거친가루
ŝtok,닻가로대
ŝtud,스터드
ŝudr,수드라
ŝunt,분류
ŝutr,셔터
ŝvab,슈바벤
ŝvan,슈반
aci,명사화
adz,자귀
aed,음유시인
aft,아프타
aga,아가
agr,농지
aha,아하
ain,아이누
air,은수염풀
ais,국제과학원
ake,아카이아인
alb,알바
alf,깃털풀
alm,웨브
alp,알프스
ame,사탕
ami,암미속
ana,안나
and,안데스
ang,맥관
anj,안야
ans,손잡이
anĉ,리드
aot,밤원숭이
ara,금강앵무
are,구역
arg,아르고호
arj,아리아
arn,아르노강
ask,자낭
atm,아트만
ato,아토
avi,부가가치세
azo,아조
aĥ!,아아!
aŭk,큰부리바다오리
aŭl,강당
aŭr,아우라
ba!,흥!
bac,탁
bav,거품침
baĉ,배치
baĥ,바흐
baŝ,방수포
baŭ,보
be!,매애울다!
bef,벨기에프랑
bej,베이
bid,구슬
bil,증권
bio,생명
bir,측위
bit,비트
biv,비파
biz,비즈바람
bkd,BCD
bob,봅슬레이
bok,수컷반추동물
bop,비밥
bos,부조
bri,참이끼속
brn,브르노
bse,광우병
bum,붐
bur,보어인
bus,버스
but,북주기
bv.,부디.
ceb,꼬리감는원숭이속
cgs,CGS
cic,젖꼭지
cid,살
cip,기념석주
cis,이쪽
cug,솔송나무
cum,취산화서
dab,톡톡닦다
dac,다키아인
dak,다카
dan,덴마크
daŭ,다우선
dej,데이총독
dem,인구
der,데리스속
dia,통과
did,도도
dil,딜리
din,다인
dit,중복
dol,고의
dop,도핑
dor,도리아
doĝ,총독
dun,사구
dup,잘속는사람
dur,단단한
dut,2도음정
duz,풍구
eak,아이아코스
ebr,에브로
eci,녹포자기
eda,에다
edd,에다
edr,면체
ege,에게
ej!,장소!
ejr,에이레
ek!,시작!
eki,에키움
eko,환경
ekt,외
ekv,말속
ek…,시작…
elb,엘바섬
ele,기름야자속
eli,엘리
elu,용리
emi,혈중량
emm,엠마
emu,에뮤
ene,아이네이아스
eno,와인
ent,존재자
eol,아이올로스
eon,누대
epi,위
era,기원
erc,광석
erg,에르그
eri,이리호
ese,수필
esk,풍
eti,병인
ezr,에스라
eĥ…,메아리…
